Date/Time,State,Max Gust speed,Max Gust direction,Max Mean Wind speed,Max Mean Wind direction,
2013-09-30 17:21:00,SA,51,330,0,0,
2013-09-30 17:29:00,SA,50,330,0,0,
2013-09-30 19:10:00,SA,55,330,0,0,
2013-09-30 19:11:00,SA,57,320,0,0,
2013-10-02 08:50:00,SA,56,290,34,290,
2013-10-02 08:20:00,SA,50,300,0,0,
2013-10-02 12:30:00,SA,0,0,36,270,
2013-10-02 09:49:00,SA,49,290,0,0,
2013-10-02 10:59:00,SA,49,270,0,0,
2013-10-02 07:30:00,SA,0,0,34,290,
2013-10-02 10:15:00,SA,0,0,36,270,
2013-10-09 12:14:00,SA,50,350,34,350,
2013-10-22 09:30:00,SA,58,290,43,310,
2013-10-22 09:35:00,SA,0,0,36,210,
2013-10-22 13:30:00,SA,0,0,35,280,
2013-10-22 13:00:00,SA,0,0,34,340,
2013-10-22 13:00:00,SA,0,0,34,290,
2013-10-22 15:02:00,SA,55,310,35,310,
2013-10-22 14:31:00,SA,49,310,0,0,
2013-10-22 14:30:00,SA,49,330,39,330,
2013-10-22 15:24:00,SA,49,280,0,0,
2013-10-22 15:00:00,SA,0,0,34,320,
2013-10-03 03:35:00,NSW,50,0,0,0,
2013-10-21 08:06:00,NSW,56,320,33,290,
2013-10-21 08:11:00,NSW,58,10,27,10,
2013-10-29 00:22:00,NSW,57,330,31,330,
2013-10-29 03:05:00,NSW,60,300,0,0,
2011-10-27 05:31:00,WA,49,260,0,0,
2013-11-16 08:06:00,NSW,0,0,56,190,
2013-11-21 07:41:00,NSW,50,355,37,360,
2011-11-16 07:06:00,WA,61,340,0,0,
2013-12-05 02:25:00,NSW,49,270,0,0,
2013-12-05 05:38:00,NSW,51,240,0,0,
2011-11-20 09:14:00,WA,67,245,0,0,
2013-12-05 07:03:00,NSW,48,230,0,0,
2011-12-06 04:37:00,WA,50,230,0,0,
2014-01-09 05:01:00,NSW,52,70,0,0,
2014-01-09 05:33:00,NSW,50,220,0,0,
2014-01-17 13:00:00,NSW,53,270,0,0,
2011-12-21 13:05:00,WA,54,139,0,0,
2011-12-27 07:12:00,WA,52,300,0,0,
2011-12-30 00:00:00,WA,0,0,0,0,
2012-01-04 06:00:00,WA,0,0,0,0,
2012-01-05 09:02:00,WA,58,358,0,0,
2012-01-15 09:08:00,WA,51,180,0,0,
2012-01-17 06:46:00,WA,59,18,0,0,
2012-01-18 12:32:00,WA,49,96,0,0,
2012-01-21 07:55:00,WA,55,89,0,0,
2013-02-25 07:15:00,NT,0,0,0,0,
2013-03-10 12:00:00,NT,48,0,0,0,
2013-11-30 09:42:00,NT,51,0,0,0,
2013-11-01 00:00:00,NT,0,0,0,0,
2014-01-10 08:00:00,NT,47,0,0,0,
2014-01-28 06:43:00,NT,56,0,0,0,
2014-03-15 04:22:00,NSW,56,0,0,0,
2014-03-15 06:37:00,NSW,49,0,0,0,
2014-03-16 01:33:00,NSW,48,0,0,0,
2014-03-16 02:43:00,NSW,56,0,0,0,
2014-03-16 04:00:00,NSW,50,0,0,0,
2014-03-16 04:07:00,NSW,51,0,0,0,
2014-03-16 04:48:00,NSW,51,0,0,0,
2014-03-16 03:00:00,NSW,56,0,0,0,
2014-03-16 06:32:00,NSW,58,0,0,0,
2014-03-22 06:45:00,NSW,48,0,0,0,
2014-03-16 03:15:00,NSW,0,0,0,0,
2013-10-13 13:00:00,NSW,53,340,0,0,
2013-10-29 04:30:00,NSW,48,140,0,0,
2014-03-16 02:49:00,NSW,49,0,0,0,
2014-03-16 03:03:00,NSW,59,0,0,0,
2014-03-16 06:32:00,NSW,62,0,0,0,
2014-04-03 08:32:00,NSW,0,0,0,0,
2014-05-27 07:23:00,NSW,49,280,0,0,
